x_4,y_4,x_8,y_8,x_12,y_12,x_16,y_16,x_20,y_20,d_4_8,d_8_12,d_12_16,d_16_20,d_4_20,curl_thumb,curl_index,curl_middle,curl_ring,curl_pinky,Label
0.20327209077254657,-0.7227809231595984,-0.15837124276756465,-1.8645665502771558,0.2344935822709027,-1.9592197011209955,0.1336576901100752,-0.5849146829225919,0.11359534726614906,-0.375934368787434,1.1976895753851404,0.4041064089038582,1.3779993324356818,0.2099411091149527,0.3582519373370575,12.32824461742843,1.6090009696616296,1.0176843823944688,161.31218172680025,176.59092617483083,1
0.14991438922682915,-0.6605589157817209,-0.5212354004618601,-1.7918809858241362,-0.111924757020134,-2.118210418001188,0.061316326221554904,-0.5687420499057567,0.09621909893317775,-0.40758575922632995,1.3154207183879338,0.523475024370482,1.559123053723173,0.1648925515859073,0.2586089753610996,9.48309578699407,5.688649088541269,1.7444486477037842,159.5131995988009,167.5878792224794,1
0.0545413311909514,-0.6025033307805907,-1.44662968451143,-0.9683299289259633,-1.1570155156957629,-2.036180063600151,-0.104280900458241,-0.4875090694326264,-0.028886642826988544,-0.5412674268760469,1.5451030769160792,1.1064268059399456,1.872600335975384,0.0925972736033963,0.10348943315983804,10.018213264272475,6.826495393726255,1.5082922936147611,148.6976504908185,151.21648326128394,1
-0.22503541797648063,-0.44904988635470267,-2.119759675394264,0.7388816678578594,-2.202131176702893,-0.7229440684353546,-0.31433805773064843,-0.31706298225590623,-0.28290033548091625,-0.6033978217127278,2.2363276569280366,1.464144647060882,1.9309330170042571,0.2880554992827165,0.16483820499835666,7.919395684395185,2.4103145734225753,4.560571881223221,134.39632300439882,142.33442305348873,1
-0.3780317423084635,0.35352946122882417,-1.1349241778786383,1.8614284770468457,-1.48382945444606,1.3128888151527511,-0.4091324258940685,0.3636488454535546,-0.3216993801001701,0.17458347636855195,1.6872005218492285,0.650100494298748,1.4338864052821658,0.20830326757889855,0.18760330628637423,33.82045241105939,3.0734510953829837,2.020831145573869,88.98230988216332,42.12682134197429,1
-0.3858077856455067,-0.9365524959231927,-0.02097545082465036,-2.1052390832764822,-0.4901199331461747,-2.1135149455473288,-0.413237315162416,-0.8500061245882442,-0.41131391125172007,-0.5846909083945014,1.224308364747344,0.46921747110381246,1.265845755844468,0.26532218796500256,0.35278483417183737,27.579895488031863,9.860411938639453,8.715936703539091,172.9698644194351,177.4064158872508,1
-0.46287214382228253,-0.9242050733930387,-0.2076683079943025,-2.2401527998141764,-0.737650425089529,-2.0777097810705394,-0.43129409475026587,-0.8715864151433801,-0.3924795355853608,-0.5476085488504652,1.3404653731052794,0.5543183009600928,1.2444226673338925,0.3262946947942546,0.3831188609190912,35.922204974616776,8.821069931869676,6.837482203886423,154.91272961094603,140.1445667121102,1
-0.8612195892055086,-0.5906730108970314,-1.0293733319378726,-2.2541051083171397,-1.601818275179814,-1.2996933291015393,-0.6989356434020462,-0.48686680174216573,-0.6148010308768799,-0.1863833219361183,1.6719096937102682,1.1129218559039793,1.2148596669348468,0.3120399888814111,0.47346832891849444,23.255585628775325,6.547582646481686,4.460318859029142,155.3106054968599,137.91398418011505,1
-1.035892699711095,0.25589910072476413,-1.8709253526006606,-0.6997097703941701,-1.9425472498586729,0.893646334813213,-0.9068559114555276,0.42831304331953624,-0.6522243118582839,0.5346951889734227,1.2690420977859598,1.594965007192471,1.1354257442103548,0.2759608893074809,0.47426647642473,10.841478820464742,10.343091028560726,5.325887585045296,172.50019801631603,134.1971779640145,1
0.9411829037033517,0.02768981571583623,1.8677756246671062,-0.9390542010788325,1.9524805225095434,0.6579612764330479,0.6924504784130497,0.18372571334293214,0.556456701962165,0.4661063918659036,1.3390922539359658,1.5992602524701842,1.3463190859990104,0.3134216885227743,0.5832866744143467,6.239357386886009,5.8007977720770265,0.03876191534351085,175.89009708721906,55.44709358444542,1
0.3589370809445261,-1.111255167597259,-0.10286963704845102,-2.1512853850491807,0.4444898934435471,-2.2222322948703845,0.212349076994543,-0.8510312448036023,0.26291451705792923,-0.6262830164027121,1.1379491631863599,0.551938329556481,1.39071265125685,0.23036629505668269,0.4943868123338466,15.037230686734922,6.153714368784456,2.7533714028963354,148.1248942378171,137.2330361836305,1
-0.3021764522405386,-0.9918310707788162,0.14303706289223253,-1.9673925863877788,-0.40778770468232517,-2.071305665270229,-0.31136236437886833,-0.8658276378555173,-0.31949337445643516,-0.6021971610762601,1.0723503834074637,0.5605406787525735,1.209328375931162,0.2637558371140627,0.3900185372326949,22.883435225819873,10.929987445734817,8.195902849418854,174.91676945012176,173.07199569248024,1
-0.39782318258879285,-0.8620513932129676,0.09309841386042181,-1.894105891499726,-0.37655341384406416,-2.083164157232853,-0.3689598904421332,-0.7657536852783882,-0.38780959365564355,-0.5431809121601544,1.1428650407174847,0.5062764729949258,1.3174323562190742,0.22336953830990067,0.3190276722326366,22.43981843259759,12.660157671146615,8.187741309881016,142.56222727006963,133.37831042641773,1
-0.9687634340366412,-0.5298730560598551,-0.8300321975625937,-2.463957483702183,-1.5185889177889431,-1.368731870719846,-0.8549268360850608,-0.4772144094350384,-0.6364669423688017,-0.14226574923010493,1.9390536169023713,1.2936883319800805,1.1114183471885097,0.3998941486638673,0.51054909918887,11.08048100300262,11.423010259266572,12.095784216510989,163.41202394605338,161.96339005914328,1
0.1997733000549969,-0.8989438324133768,-0.21302769879212483,-1.7764986546775732,0.2248394683226458,-1.8654443128417373,0.09297177326203361,-0.611639532104121,0.09453718058704005,-0.4036517573848446,0.9697974689224171,0.4468097874301444,1.260720237483757,0.20799366560732005,0.5063485760093962,12.144541098362287,3.9118250978551514,2.551871783165911,169.17779459660994,172.97013129779577,1
0.14202474315853264,-0.5676649405208688,-0.752592079053715,-1.537492505227277,-0.3004920343520555,-2.117061181128719,0.019150950648634316,-0.6169218043136467,0.06015894213457485,-0.4113725604188694,1.319433501109284,0.7350471416891527,1.5338154347023845,0.20959996906351308,0.1764350233237214,14.198457344160934,8.455171738102031,2.1040995209349904,157.81614134372657,156.0382158364945,1
